note_id,type,title,desc,video_url,time,last_update_time,user_id,nickname,avatar,liked_count,collected_count,comment_count,share_count,ip_location,image_list,tag_list,last_modify_ts,note_url,source_keyword,xsec_token
69fc6a19000000001a02f041,normal,根据姐妹的建议，做了新手司机必备车贴2.0,"用这个姐妹@尾丸鱼（接稿版） 发的文案 新做了两张车贴[集美R]
具体制作过程（教程）写在p4-7
原车贴感兴趣的可以看我之前笔记
图片制作于flowith gpt image2.0
#关于我打车被司机种草这件事[话题]# #车贴[话题]# #新手上路[话题]# #搞笑[话题]# #gpt[话题]# #flowith[话题]# #女强爽文[话题]# #女频[话题]# #女人必看[话题]# #女司机必备[话题]#",,1778149913000,1778478340000,667c1dd7000000000700794b,顺风顺水顺财神,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo31uu0kbfl2g005pjs3nbhouabj4gtt20,1万,211,157,448,,"http://sns-webpic-qc.xhscdn.com/202606111059/23b77d7941487b9b3c3096ac73f438ae/1040g00831vs3irio2a0g5pjs3nbhouabdjula38!nd_dft_wlteh_webp_3,http://sns-webpic-qc.xhscdn.com/202606111059/d9425a89cb30824336aab2613bc703a6/1040g00831vs3irio2a205pjs3nbhouab7cshtvg!nd_dft_wgth_webp_3,http://sns-webpic-qc.xhscdn.com/202606111059/5878e96fd99c0bbcaf2123cbf9b98d53/1040g2sg3200u8gj1jqe05pjs3nbhouab85jaav0!nd_dft_wgth_webp_3,http://sns-webpic-qc.xhscdn.com/202606111059/39a309e040787c23d24b487e74ddac54/1040g2sg3200u8gj1jqeg5pjs3nbhouab5hf9q0g!nd_dft_wlteh_webp_3,http://sns-webpic-qc.xhscdn.com/202606111059/bd506a90851ea172a0455c6e37832a5a/1040g2sg3200u8gj1jqf05pjs3nbhouabn6moetg!nd_dft_wlteh_webp_3,http://sns-webpic-qc.xhscdn.com/202606111059/13c6b43c962605f3e1ede560ddd3e313/1040g2sg3200u8gj1jqfg5pjs3nbhouabnsrom40!nd_dft_wlteh_webp_3,http://sns-webpic-qc.xhscdn.com/202606111059/e90700df19ef14c5968d5933936a9559/1040g2sg32012p1ufiqe05pjs3nbhouab9trodrg!nd_dft_wgth_webp_3","关于我打车被司机种草这件事,车贴,新手上路,搞笑,gpt,flowith,女强爽文,女频,女人必看,女司机必备",1781146821572,https://www.xiaohongshu.com/explore/69fc6a19000000001a02f041?xsec_token=ABFGN1XGAMRkE5C5BoRmiesO55DsvVU_3aOmWHa3VGpxk=&xsec_source=pc_search,原创车贴,ABFGN1XGAMRkE5C5BoRmiesO55DsvVU_3aOmWHa3VGpxk=
6a27a2700000000035029447,normal,◑🔴◑ Noot Noot！,"gugugaga痛车达成！
菇菇菇菇菇就这么菇到厌倦🐧
#甲壳虫[话题]# #车贴[话题]# #汽车彩绘[话题]# #pingu[话题]# #pingu周边[话题]#",,1780982384000,1780982385000,626212d0000000001000eea1,momo,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo3206cosdjlk005oj22b841rl1pu4rr0g,415,75,89,483,安徽,"http://sns-webpic-qc.xhscdn.com/202606111059/bb74b2edb6644522ce3ac77f23c46d15/1040g0083216cci9vn42g5oj22b841rl19s3s3c8!nd_dft_wlteh_webp_3,http://sns-webpic-qc.xhscdn.com/202606111059/589752981656a7cc5bfc726e0e33fbe3/1040g0083216cci9vn4305oj22b841rl1tmjd0n0!nd_dft_wlteh_webp_3,http://sns-webpic-qc.xhscdn.com/202606111059/faf64e210dbf2afbc608001f9cceebd6/1040g0083216cci9vn43g5oj22b841rl1n5c0ud8!nd_dft_wlteh_webp_3,http://sns-webpic-qc.xhscdn.com/202606111059/3b896feba784bcdb469cf73aa63bb4a4/1040g0083216cci9vn4405oj22b841rl1acsuq2o!nd_dft_wlteh_webp_3,http://sns-webpic-qc.xhscdn.com/202606111059/b48ad4fd792c0ba410e46046e90cb6d5/1040g0083216cci9vn44g5oj22b841rl17r4diro!nd_dft_wlteh_webp_3,http://sns-webpic-qc.xhscdn.com/202606111059/9721e2b8af18d52efffa13bfd107ce15/notes_uhdr/1040g3qg3216cn4fd700g5oj22b841rl15l7bu7o!nd_dft_wlteh_webp_3","甲壳虫,车贴,汽车彩绘,pingu,pingu周边",1781146821582,https://www.xiaohongshu.com/explore/6a27a2700000000035029447?xsec_token=AB0leuGvd2pyj7sFPC2obiU_rbR8K1Bk412jhHMCyGT2Q=&xsec_source=pc_search,原创车贴,AB0leuGvd2pyj7sFPC2obiU_rbR8K1Bk412jhHMCyGT2Q=
66c608d4000000001d03ba35,normal,行走的广告牌,"自己画的车衣就是顺眼[害羞R]
#理想mega[话题]#
#Mega[话题]#",,1724254421000,1724254421000,662b99f9000000000303232c,中年少女老徐,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo318njuecv3q005phbj7sgu8pcibqeek0,369,54,262,71,,"http://sns-webpic-qc.xhscdn.com/202606111059/5ec2513f8a7d4b5b55f5a40a27d0c9f1/1040g2sg316p2qa5142705phbj7sgu8pcoviukg0!nd_dft_wlteh_webp_3,http://sns-webpic-qc.xhscdn.com/202606111059/7181e24df4264399cb6474605c6a7b75/1040g2sg316p2qa51427g5phbj7sgu8pc9sdan0g!nd_dft_wlteh_webp_3,http://sns-webpic-qc.xhscdn.com/202606111059/b88e467f8b547de016916882adef30d5/1040g2sg316p2qa5142805phbj7sgu8pco6gdg88!nd_dft_wlteh_webp_3","理想mega,Mega",1781146821583,https://www.xiaohongshu.com/explore/66c608d4000000001d03ba35?xsec_token=AB0wga9KP2AKb4KYfQj50rdPPo91IBH7MIVEUo3b-OBy4=&xsec_source=pc_search,原创车贴,AB0wga9KP2AKb4KYfQj50rdPPo91IBH7MIVEUo3b-OBy4=
680e1b16000000000b01497c,normal,痛车你就贴吧，一贴一个不吱声,"哈喽姐妹们！
我的乌萨奇痛车贴完有段时间啦，今天给大家分享一波我的痛车改造计划！
1️⃣选定你想贴的ip或者动漫人物！
设计不要偷懒，明确好自己喜欢的风格，前期多和设计师沟通。预留至少两周的时间改稿，贴就贴自己喜欢的！
2️⃣确定好施工地点，要挑有经验的师傅！
痛车比一般的改色膜，贴起来更复杂。
要挑有经验的师傅，别让新手毁了辛苦设计的彩绘膜。
3️⃣贴完必检查。⚠️
车门缝，后备箱，充电口，摄像头位置重点看！
有不满意的地方直接说，不做包子！！
4️⃣备案
一周之内记得去备案，大面积改色和图案是需要备案的。
💰花费：
彩绘膜是1.8k，施工1.5k（真嘟好贵，但是这个师傅贴的超棒）
🕰️时间：
设计2周左右，施工2天。
	
贴完痛车之后很怕剐蹭到！
新入了可以停车监控的行车记录仪万奇欧E1 pro。
小小一个，直接粘贴安装。有显示器，也不用担心是否在记录。
可以语音操控，解放双手。
4K HDK画面很清晰。索尼IMX678传感器，夜晚和地库也不怕。
写在坠后，
痛车不是消费，是投资自己的心情。
趁年轻，趁好猫还能装的下我的少女心，让每天的通勤路上都能保持好心情。
#欧拉好猫[话题]##乌萨奇[话题]##Chiikawa痛车[话题]##车载好物[话题]##行车记录仪推荐[话题]#   #万奇欧行车记录仪[话题]#   #车载好物分享[话题]#   #好物推荐[话题]#   #女生车里有什么[话题]# #我的小车车[话题]# #汽车改色换皮肤[话题]# #我的爱车日常[话题]#",,1745805500000,1745754903000,5dc04655000000000100844f,鹿胖胖不胖,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo316rkvu54jm0g5ne08pag912f588vgro,275,110,76,53,,"http://sns-webpic-qc.xhscdn.com/202606111059/f3cf199a7a7f142aed300eb4616e2afa/1040g2sg31gpf1jl83u705ne08pag912fo0oc1og!nd_dft_wlteh_webp_3,http://sns-webpic-qc.xhscdn.com/202606111059/3c4cb75d5325bf218ee4cfdeffb8147b/1040g2sg31gpf1jl83u7g5ne08pag912fjcc6hfo!nd_dft_wlteh_webp_3,http://sns-webpic-qc.xhscdn.com/202606111059/c28f1e1aa0a72da55421354716b04b6d/1040g2sg31gpf1jl83u805ne08pag912fpfotae0!nd_dft_wlteh_webp_3,http://sns-webpic-qc.xhscdn.com/202606111059/864e954cab8d85736faa216f5699ff88/1040g2sg31gpf1jl83u8g5ne08pag912fivl4u58!nd_dft_wlteh_webp_3,http://sns-webpic-qc.xhscdn.com/202606111059/727ab681f0fe302edf6cd030616b5ba7/1040g2sg31gpf1jl83u905ne08pag912f683dmd8!nd_dft_wlteh_webp_3,http://sns-webpic-qc.xhscdn.com/202606111059/dc848697f2af5b340f0445e510e3a8f4/1040g2sg31gpf1jl83u9g5ne08pag912fg7ja9ig!nd_dft_wlteh_webp_3,http://sns-webpic-qc.xhscdn.com/202606111059/d8ae5a63625bdda4ac324c8b1ea5ab0a/1040g2sg31gpf1jl83ua05ne08pag912f0tahd2g!nd_dft_wlteh_webp_3","欧拉好猫,乌萨奇,Chiikawa痛车,车载好物,行车记录仪推荐,万奇欧行车记录仪,车载好物分享,好物推荐,女生车里有什么,我的小车车,汽车改色换皮肤,我的爱车日常",1781146821585,https://www.xiaohongshu.com/explore/680e1b16000000000b01497c?xsec_token=ABn7Gavp64CYUnU0qFSjJjxT6SQiVa8s5PnVKMlW7P68I=&xsec_source=pc_search,原创车贴,ABn7Gavp64CYUnU0qFSjJjxT6SQiVa8s5PnVKMlW7P68I=
67339378000000001b0282f2,normal,做了一个有意义的车贴，送给有心人,"心脏骤停的黄金救援时间只有4分钟，而AED能在关键时刻救命。只要你的车里有这个仪器，就可以来找我们免费领取专属车贴
当你看到贴有我们车贴的车辆，就知道车里有AED，多一份安心，多一份希望。
	
只要你能证明你的车里有AED除颤仪，就可以联系我们，我们会为你送上专属车贴。
	
#原创车贴[话题]# #汽车薯[话题]# #车贴[话题]# #aed除颤器真的能救命[话题]# #aed除颤仪[话题]# #车载公益好物[话题]#",,1731457819000,1731433336000,63733f33000000001f015d51,Chillttoo Market赤兔商店,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo31v2au6gr1m005orj7spnqnah30uf27g,183,47,90,22,,"http://sns-webpic-qc.xhscdn.com/202606111059/6ff52f054a5a6d90b4be43492da05ecb/1040g00831a41vqm0mo005orj7spnqnahsbk6gtg!nd_dft_wlteh_webp_3,http://sns-webpic-qc.xhscdn.com/202606111059/59edf61f0b125cfe4d26d78e5bdf2cf4/1040g00831a41vqm0mo0g5orj7spnqnahl9aegr8!nd_dft_wlteh_webp_3,http://sns-webpic-qc.xhscdn.com/202606111059/fcc4e15dde1d95bc3d568d095f933ee4/1040g00831a41vqm0mo105orj7spnqnahsbdflrg!nd_dft_wlteh_webp_3,http://sns-webpic-qc.xhscdn.com/202606111059/129328578a05fd39a771f603c9521101/1040g00831a41vqm0mo1g5orj7spnqnah423ojno!nd_dft_wlteh_webp_3,http://sns-webpic-qc.xhscdn.com/202606111059/4e92b6f4704e20ab9cc389f76a94de50/1040g00831a41vqm0mo205orj7spnqnah8drhrf8!nd_dft_wlteh_webp_3","原创车贴,汽车薯,车贴,aed除颤器真的能救命,aed除颤仪,车载公益好物",1781146821587,https://www.xiaohongshu.com/explore/67339378000000001b0282f2?xsec_token=ABSTockL_izM5KObrvQWWbY76Z2jO5Eubx-CNwy0Hbx5U=&xsec_source=pc_search,原创车贴,ABSTockL_izM5KObrvQWWbY76Z2jO5Eubx-CNwy0Hbx5U=
6964d16b00000000220392c9,normal,上海痛车定制设计❗汽车彩绘｜小众不撞款~,"把最喜欢的动漫角色，直接“开”上街是什么体验？
🔸回头率爆表！
🔸路人狂拍！
🔸朋友追问！
这，就是专属彩绘痛车的魔力✨
-
从脑洞到飞驰上路，每一步都量身打造：
✅ 原创设计，拒绝撞款
资深设计师团队，懂梗更懂车
无论热血动漫、软萌卡通还是酷炫涂鸦
你的想法，我们把它精准还原在车身上，质感拉满
✅ 黑带大师定制服务
龙膜官方认证黑带大师团队监制，13年贴装经验
10000+辆车施工案例
在专业无尘车间施工，像保护艺术品一样呵护你的爱车原漆
✅ 全程透明，安心托管
进口材料，可现场验真，电子质保全国联保，售后放心
-
想做彩绘痛车的宝子们，别再犹豫了
快来私戳咨询，早日和你喜欢的“TA”一起出街啦
💞欢迎点击左下角聊聊你的创意~
	
#汽车彩绘[话题]#  #痛车定制[话题]#  #车身改色[话题]#  #上海贴膜[话题]#  #玉桂狗[话题]#  #麦通改色彩绘膜定制[话题]#  #汽车彩绘贴膜[话题]#  #彩绘定制[话题]#  #二次元车[话题]#",,1768214891000,1768445046000,63d48aa500000000280183ee,麦通改色彩绘膜定制,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo31p0tetvui8005oukhaiq30veibqic08,142,74,46,10,,"http://sns-webpic-qc.xhscdn.com/202606111059/ce7394cd44ec000a610bc1a629be53e3/spectrum/1040g0k031r84pcav6u705oukhaiq30ventc1720!nd_dft_wlteh_webp_3,http://sns-webpic-qc.xhscdn.com/202606111059/7156dd2e47f74153963b7560917e9990/spectrum/1040g0k031r84pcav6u7g5oukhaiq30veqf3bt5g!nd_dft_wlteh_webp_3,http://sns-webpic-qc.xhscdn.com/202606111059/673c92c1030197d7a6ba48479e3bb17e/spectrum/1040g0k031r84pcav6u805oukhaiq30veahm0i1o!nd_dft_wlteh_webp_3,http://sns-webpic-qc.xhscdn.com/202606111059/00f9889262c29bbb95d7930f6b7018d1/spectrum/1040g0k031r84pcav6u8g5oukhaiq30ved46vmgg!nd_dft_wlteh_webp_3,http://sns-webpic-qc.xhscdn.com/202606111059/2a4b81ccba8eaac076e0a1f33126c8f6/spectrum/1040g0k031r84pcav6u905oukhaiq30ve0cvnv4o!nd_dft_wlteh_webp_3","汽车彩绘,痛车定制,车身改色,上海贴膜,玉桂狗,麦通改色彩绘膜定制,汽车彩绘贴膜,彩绘定制,二次元车",1781146821589,https://www.xiaohongshu.com/explore/6964d16b00000000220392c9?xsec_token=ABZYoQHnhApcyTPdrzPt3Asbxmi024cDubl1TeubC1Lkw=&xsec_source=pc_search,原创车贴,ABZYoQHnhApcyTPdrzPt3Asbxmi024cDubl1TeubC1Lkw=
66e466540000000012010c0d,normal,正式介绍一下自己,"Q：为什么我们会选择一个汽车文创这么垂直的赛道？
A：当我们看见大街上「追尾必嫁」、「新手女司机」等等带有负面含义的标签作为车贴的时候，我们在思考，人是需要自我表达的，车是人的一种名片，而车贴就是这个名片的传递方式。既然车贴可以作为大家的情绪表达，那就需要有更多有意思有意义的中性标签，让大家会心一笑。知道车主是个有意思的人，而不是一个带有刻板印象的车主。
	
Q：为什么我们的定价总是被人吐槽很贵？
A：其实我们更愿意把自己定义为卖设计，一种有趣特别的设计。有人愿意为设计付费，有人更在意必需品。车贴不是必需品，但有人认为，有趣是他们生活的必需品。所以觉得贵的人，他们看到的是车贴成本；而喜欢我们的人，看到的是有趣的价值。
	
Q：为什么我们总是在预约补货？
A：我们从设计到产品打样，再到产品拍摄和上架，这只是我们一款产品的上半场，真正吃掉我们时间的，是车贴从工厂到我们这，还只是半成品的状态，我们会筛选残次品出来，将好的进行塑封真空包装。我们认为买家等了几天，攒满了期待，是需要仪式感和情绪价值的。这也是我们认为的「价值」。只能说，大家真的买的好快啊！！！
	
Q：如何看待已经出现的抄袭盗版？
A：「特别」的东西，最终都会出现「特别便宜」的抄袭。我们无法避免。其实每一件设计我们都预先申请了作品版权，但是我们的原创土壤有多少问题，大家都有目共睹，他们轻而易举的拿来主义，牟取利益。这些不是我们最在意的。我们更在意的，是他们并不是在用心做这个事情，这些有趣的设计对于他们而言只是一件普通的赚钱工具，带着这种毫无感情的思维卖出的东西，我相信是没有情绪价值的，而且商品的质量，也不会有保障，因为他们并不需要对有趣的作品负责。
	
无论如何，你们看到这里，我们非常感谢。
正如开头说的，我们在做有趣的设计，希望我们都能成为一个有趣的人。
	
#汽车车贴[话题]#  #车贴设计[话题]#  #原创设计[话题]#  #尊重原创[话题]#",,1726244436000,1755762044000,63733f33000000001f015d51,Chillttoo Market赤兔商店,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo31v2au6gr1m005orj7spnqnah30uf27g,137,18,95,39,,http://sns-webpic-qc.xhscdn.com/202606111059/12942390820b2a2412a7ea0571786f06/spectrum/1040g0k0317mmo2jngo005orj7spnqnah3jekbp8!nd_dft_wlteh_webp_3,"汽车车贴,车贴设计,原创设计,尊重原创",1781146821590,https://www.xiaohongshu.com/explore/66e466540000000012010c0d?xsec_token=AB1ywDAIpp4bwXMxvHdz5WwCA-rOnyoVa-_ONmSISjlvc=&xsec_source=pc_search,原创车贴,AB1ywDAIpp4bwXMxvHdz5WwCA-rOnyoVa-_ONmSISjlvc=
6a1e7c85000000003802023b,normal,鸣潮达妮娅×比亚迪痛车落地,"车型：比亚迪秦L
角色：达妮娅
原创设计：我
	
约设计可丝～
	
#鸣潮[话题]# #痛车[话题]# #车贴[话题]# #达妮娅[话题]# #梦中情车[话题]#",,1780382853000,1780382854000,656d19c9000000003d037fee,MaMoTan｜痛车设计｜重绘,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo31h1bgo8cji6g5pbd374vevveas6gdu8,77,15,4,19,广东,"http://sns-webpic-qc.xhscdn.com/202606111059/d12f40144c9764bb7c64c0be13eb309c/notes_pre_post/1040g3k0320teq8i3nujg5pbd374vevveb64orto!nd_dft_wlteh_webp_3,http://sns-webpic-qc.xhscdn.com/202606111059/e3ca88b960357e79d4e72763d223b5a1/notes_pre_post/1040g3k0320teq8j7nk5g5pbd374vevvec9qs9a8!nd_dft_wlteh_webp_3,http://sns-webpic-qc.xhscdn.com/202606111059/1b0a996e47cb4733121b7495d88d909d/notes_pre_post/1040g3k0320teq8j7nk605pbd374vevveqjcosl8!nd_dft_wlteh_webp_3,http://sns-webpic-qc.xhscdn.com/202606111059/c98097b12cc078576a3368f1ea570eff/notes_pre_post/1040g3k0320teq8j7nk6g5pbd374vevve7f8v9hg!nd_dft_wlteh_webp_3","鸣潮,痛车,车贴,达妮娅,梦中情车",1781146821595,https://www.xiaohongshu.com/explore/6a1e7c85000000003802023b?xsec_token=ABhWM8Gi7w4q7tgLM5jGBVLVENM9v8oKeH-n7yL3CiVQE=&xsec_source=pc_search,原创车贴,ABhWM8Gi7w4q7tgLM5jGBVLVENM9v8oKeH-n7yL3CiVQE=
685b780600000000220305ea,normal,野生塔出没,"〔買家SHOW〕_VOL.2
#武义葵霸霸原创拉花[话题]#
#阿维塔12[话题]# #阿维塔06[话题]# #阿维塔07[话题]# #阿维塔11[话题]# #车贴拉花[话题]# #车贴[话题]#",,1750824966000,1750824966000,55fa269767bc6557fc3cfb05,葵霸〔武义葵霸霸〕,https://sns-avatar-qc.xhscdn.com/avatar/65276c69ea9538d8e0d2e769.jpg,74,19,7,17,,"http://sns-webpic-qc.xhscdn.com/202606111059/759cf8ba695c8af7c14756dc8fc3bdb8/1040g2sg31j50kam8iue04161n2j9fuo5pe1vogg!nd_dft_wlteh_webp_3,http://sns-webpic-qc.xhscdn.com/202606111059/cf451205690184a4678a69275c18db3b/1040g2sg31j50kam8iueg4161n2j9fuo58u3dc5o!nd_dft_wlteh_webp_3,http://sns-webpic-qc.xhscdn.com/202606111059/4487a809702fb60e9a8106cc8b565284/1040g2sg31j50kam8iuf04161n2j9fuo5j2mcnf0!nd_dft_wlteh_webp_3","武义葵霸霸原创拉花,阿维塔12,阿维塔06,阿维塔07,阿维塔11,车贴拉花,车贴",1781146821597,https://www.xiaohongshu.com/explore/685b780600000000220305ea?xsec_token=ABMIO2RnTK1yMug6zqTbDW-V3FVakdQa-pq-29jaswmSo=&xsec_source=pc_search,原创车贴,ABMIO2RnTK1yMug6zqTbDW-V3FVakdQa-pq-29jaswmSo=
6a003be700000000070256aa,normal,全车改色膜周深周可可,#周深[话题]# #周可可[话题]# #车贴拉花定制[话题]# #全车改色膜[话题]# #卡通动漫[话题]# 周深应援车贴拉花彩绘膜卡通动漫,,1778400231000,1778400231000,6241a5440000000021020dd6,膜语言车贴拉花厂家直销,https://sns-avatar-qc.xhscdn.com/avatar/seller_69d46c544dc32f0001216678,63,7,4,13,,"http://sns-webpic-qc.xhscdn.com/202606111059/8c933a6f4ea39e6b88150e99df54736f/notes_pre_post/1040g3k831vvt08tgjq8g5oi1kl28c3emitf8680!nd_dft_wlteh_webp_3,http://sns-webpic-qc.xhscdn.com/202606111059/26063c916239ecd1bd2e7b373ff3af2b/notes_pre_post/1040g3k831vvt08tgjq905oi1kl28c3em46fk870!nd_dft_wlteh_webp_3,http://sns-webpic-qc.xhscdn.com/202606111059/c22a2397cd22f061332ed7e0de6a3845/notes_pre_post/1040g3k831vvt08tgjq9g5oi1kl28c3emneh3r78!nd_dft_wlteh_webp_3,http://sns-webpic-qc.xhscdn.com/202606111059/8f6e70b1f7827af4fbd16470a81c4622/notes_pre_post/1040g3k831vvt08tgjqa05oi1kl28c3emurud230!nd_dft_wlteh_webp_3,http://sns-webpic-qc.xhscdn.com/202606111059/aff10d4cb95ff648f665e3b97877fb93/notes_pre_post/1040g3k831vvt08tgjqag5oi1kl28c3eme8btiqo!nd_dft_wlteh_webp_3","周深,周可可,车贴拉花定制,全车改色膜,卡通动漫",1781146821598,https://www.xiaohongshu.com/explore/6a003be700000000070256aa?xsec_token=ABTcLDC5iVFt58J-IJ-BmNURQmc_AzFac7O38r9st-gCQ=&xsec_source=pc_search,原创车贴,ABTcLDC5iVFt58J-IJ-BmNURQmc_AzFac7O38r9st-gCQ=
